dateFinal,timeFinal,Temperature,Humidity,CO2,TVOC,PM1
12/12/2022,15:23:06,37.15,52.84,408,1,15
12/12/2022,15:23:13,37.14,52.82,413,1,16
12/12/2022,15:23:19,37.12,52.83,418,2,16
12/12/2022,15:23:25,37.13,52.83,413,1,16
12/12/2022,15:23:32,37.14,52.84,408,1,16
12/12/2022,15:23:38,37.16,52.84,408,1,15
12/12/2022,15:23:45,37.14,52.85,408,1,15
12/12/2022,15:23:51,37.15,52.86,408,1,15
12/12/2022,15:23:58,37.14,52.89,427,4,15
12/12/2022,15:24:05,37.15,52.87,433,5,15
12/12/2022,15:24:13,37.15,52.86,438,5,15
12/12/2022,15:24:19,37.12,52.87,433,5,15
12/12/2022,15:24:25,37.12,52.85,413,1,15
12/12/2022,15:24:31,37.12,52.87,423,3,15
12/12/2022,15:24:37,37.16,52.86,418,2,15
12/12/2022,15:24:43,37.14,52.9,416,2,15
12/12/2022,15:24:48,37.14,52.9,416,2,14
12/12/2022,15:24:55,37.14,52.93,408,1,14
12/12/2022,15:25:01,37.15,52.94,403,0,15
12/12/2022,15:25:08,37.14,52.94,408,1,15
12/12/2022,15:25:14,37.14,52.94,408,1,15
12/12/2022,15:25:21,37.15,52.94,408,1,15
12/12/2022,15:25:27,37.14,52.93,403,0,15
12/12/2022,15:25:33,37.14,52.92,403,0,15
12/12/2022,15:25:39,37.13,52.91,408,1,15
12/12/2022,15:25:45,37.14,52.96,413,1,15
12/12/2022,15:25:51,37.15,52.99,427,4,15
12/12/2022,15:25:58,37.15,53.02,423,3,15
12/12/2022,15:26:04,37.14,52.97,408,1,15
12/12/2022,15:26:12,37.14,52.97,413,1,15
12/12/2022,15:26:18,37.14,52.98,408,1,15
12/12/2022,15:26:25,37.14,52.97,418,2,16
12/12/2022,15:26:32,37.15,52.94,408,1,15
12/12/2022,15:26:39,37.14,52.93,403,0,15
12/12/2022,15:26:45,37.14,52.93,403,0,15
12/12/2022,15:26:52,37.12,52.91,408,1,15
12/12/2022,15:26:58,37.13,52.89,403,0,14
12/12/2022,15:27:04,37.13,52.88,418,2,15
12/12/2022,15:27:11,37.16,52.85,423,3,15
12/12/2022,15:27:18,37.13,52.83,413,1,15
12/12/2022,15:27:25,37.14,52.84,413,1,15
12/12/2022,15:27:31,37.14,52.86,416,2,15
12/12/2022,15:27:37,37.12,52.86,433,5,15
12/12/2022,15:27:43,37.12,52.86,413,1,16
12/12/2022,15:27:48,37.14,52.86,413,1,16
12/12/2022,15:27:54,37.14,52.94,433,5,16
12/12/2022,15:28:00,37.13,52.97,416,2,16
12/12/2022,15:28:06,37.13,52.99,418,2,16
12/12/2022,15:28:15,37.12,52.96,408,1,14
12/12/2022,15:28:21,37.14,52.94,427,4,14
12/12/2022,15:28:27,37.11,52.94,408,1,14
12/12/2022,15:28:34,37.12,52.92,408,1,14
12/12/2022,15:28:40,37.12,52.92,416,2,15
12/12/2022,15:28:46,37.12,52.93,408,1,15
12/12/2022,15:28:52,37.13,52.91,403,0,15
12/12/2022,15:28:58,37.12,52.89,403,0,16
12/12/2022,15:29:05,37.14,52.87,408,1,16
12/12/2022,15:29:10,37.13,52.86,413,1,15
12/12/2022,15:29:16,37.12,52.86,416,2,15
12/12/2022,15:29:22,37.12,52.84,416,2,15
12/12/2022,15:29:28,37.13,52.87,413,1,15
12/12/2022,15:29:33,37.13,52.86,416,2,14
12/12/2022,15:29:40,37.13,52.85,416,2,14
12/12/2022,15:29:46,37.12,52.86,418,2,14
12/12/2022,15:29:52,37.12,52.94,418,2,14
12/12/2022,15:29:58,37.12,52.99,413,1,15
12/12/2022,15:30:05,37.12,52.97,408,1,15
12/12/2022,15:30:12,37.12,52.96,413,1,15
12/12/2022,15:30:19,37.12,52.94,413,1,15
12/12/2022,15:30:26,37.11,52.96,427,4,15
12/12/2022,15:30:32,37.11,52.93,408,1,14
12/12/2022,15:30:37,37.12,52.93,408,1,14
12/12/2022,15:30:43,37.12,52.92,408,1,14
12/12/2022,15:30:49,37.12,52.91,413,1,14
12/12/2022,15:30:56,37.1,52.93,423,3,14
12/12/2022,15:31:02,37.12,52.94,427,4,14
12/12/2022,15:31:08,37.11,52.92,413,1,14
12/12/2022,15:31:14,37.13,52.91,416,2,14
12/12/2022,15:31:20,37.11,52.89,413,1,15
12/12/2022,15:31:27,37.11,52.89,413,1,14
12/12/2022,15:31:33,37.11,52.91,408,1,14
12/12/2022,15:31:39,37.13,52.91,408,1,14
12/12/2022,15:31:45,37.11,52.9,408,1,14
12/12/2022,15:31:51,37.11,52.87,408,1,15
12/12/2022,15:31:57,37.1,52.83,416,2,15
12/12/2022,15:32:03,37.1,52.87,423,3,15
12/12/2022,15:32:10,37.09,52.89,416,2,16
12/12/2022,15:32:19,37.11,52.88,416,2,16
12/12/2022,15:32:25,37.09,52.88,416,2,16
12/12/2022,15:32:31,37.11,52.88,427,4,18
12/12/2022,15:32:39,37.1,52.91,418,2,18
12/12/2022,15:32:46,37.09,52.91,418,2,17
12/12/2022,15:32:51,37.08,52.93,423,3,18
12/12/2022,15:32:57,37.1,52.9,423,3,17
12/12/2022,15:33:03,37.08,52.92,418,2,17
12/12/2022,15:33:09,37.12,52.99,418,2,17
12/12/2022,15:33:14,37.11,53.02,423,3,17
12/12/2022,15:33:20,37.1,53.03,417,2,16
12/12/2022,15:33:26,37.11,53.02,415,2,16
12/12/2022,15:33:33,37.11,53.02,417,2,16
12/12/2022,15:33:39,37.11,53.02,417,2,15
12/12/2022,15:33:45,37.09,53.02,417,2,15
12/12/2022,15:33:51,37.1,53.02,417,2,15
12/12/2022,15:33:57,37.11,53.01,415,2,16
12/12/2022,15:34:03,37.1,53.02,417,2,15
12/12/2022,15:34:09,37.1,53.02,436,5,15
12/12/2022,15:34:15,37.12,53.04,417,2,16
12/12/2022,15:34:21,37.1,53.04,422,3,15
12/12/2022,15:34:27,37.1,53.02,417,2,15
12/12/2022,15:34:34,37.1,53.04,432,4,16
12/12/2022,15:34:41,37.1,53.01,417,2,16
12/12/2022,15:34:47,37.1,53.02,411,1,16
12/12/2022,15:34:53,37.1,53,407,1,16
12/12/2022,15:34:59,37.11,52.98,415,2,16
12/12/2022,15:35:05,37.11,52.98,417,2,16
12/12/2022,15:35:11,37.09,53,436,5,16
12/12/2022,15:35:17,37.1,53.01,422,3,16
12/12/2022,15:35:23,37.1,53.05,420,3,16
12/12/2022,15:35:29,37.1,53.11,420,3,16
12/12/2022,15:35:36,37.09,53.09,415,2,16
12/12/2022,15:35:44,37.12,53.09,415,2,15
12/12/2022,15:35:50,37.08,53.1,424,3,15
12/12/2022,15:35:57,37.09,53.09,420,3,16
12/12/2022,15:36:03,37.09,53.1,420,3,16
12/12/2022,15:36:10,37.12,53.14,420,3,15
12/12/2022,15:36:16,37.1,53.15,413,1,15
12/12/2022,15:36:22,37.11,53.13,413,1,15
12/12/2022,15:36:28,37.1,53.14,434,5,14
12/12/2022,15:36:34,37.1,53.15,413,1,14
12/12/2022,15:36:40,37.1,53.17,413,1,14
12/12/2022,15:36:47,37.1,53.2,413,1,15
12/12/2022,15:36:55,37.1,53.23,427,4,15
12/12/2022,15:37:09,37.09,53.25,402,0,15
12/12/2022,15:37:15,37.1,53.23,402,0,15
12/12/2022,15:37:22,37.1,53.24,420,3,14
12/12/2022,15:37:28,37.1,53.24,402,0,15
12/12/2022,15:37:33,37.1,53.25,415,2,15
12/12/2022,15:37:39,37.1,53.25,403,0,15
12/12/2022,15:37:45,37.09,53.27,400,0,15
12/12/2022,15:37:52,37.09,53.27,405,0,18
12/12/2022,15:37:59,37.1,53.27,420,3,18
12/12/2022,15:38:05,37.11,53.26,410,1,18
12/12/2022,15:38:12,37.1,53.25,415,2,17
12/12/2022,15:38:18,37.1,53.26,420,3,17
12/12/2022,15:38:24,37.09,53.25,420,3,17
12/12/2022,15:38:31,37.09,53.25,433,5,16
12/12/2022,15:38:38,37.08,53.24,420,3,16
12/12/2022,15:38:44,37.08,53.24,410,1,16
12/12/2022,15:38:50,37.1,53.24,410,1,17
12/12/2022,15:38:56,37.08,53.24,410,1,16
12/12/2022,15:39:03,37.09,53.27,408,1,16
12/12/2022,15:39:09,37.1,53.26,415,2,16
12/12/2022,15:39:14,37.1,53.29,410,1,15
12/12/2022,15:39:21,37.1,53.29,420,3,15
12/12/2022,15:39:28,37.1,53.29,415,2,16
12/12/2022,15:39:34,37.1,53.27,420,3,16
12/12/2022,15:39:40,37.08,53.27,435,5,16
12/12/2022,15:39:46,37.1,53.25,415,2,15
12/12/2022,15:39:52,37.1,53.25,415,2,15
12/12/2022,15:39:58,37.1,53.25,420,3,15
12/12/2022,15:40:04,37.09,53.29,427,4,16
12/12/2022,15:40:10,37.1,53.27,427,4,16
12/12/2022,15:40:16,37.08,53.31,408,1,16
12/12/2022,15:40:23,37.1,53.34,408,1,16
12/12/2022,15:40:29,37.08,53.37,410,1,16
12/12/2022,15:40:35,37.08,53.38,410,1,16
12/12/2022,15:40:41,37.1,53.4,420,3,16
12/12/2022,15:40:47,37.08,53.41,415,2,16
12/12/2022,15:40:53,37.08,53.42,420,3,16
12/12/2022,15:40:59,37.1,53.42,415,2,17
12/12/2022,15:41:05,37.08,53.43,433,5,17
12/12/2022,15:41:12,37.08,53.44,423,3,17
12/12/2022,15:41:18,37.06,53.46,420,3,18
12/12/2022,15:41:24,37.06,53.47,415,2,18
12/12/2022,15:41:31,37.08,53.48,427,4,17
12/12/2022,15:41:37,37.09,53.49,415,2,17
12/12/2022,15:41:44,37.09,53.49,420,3,17
12/12/2022,15:41:51,37.06,53.5,420,3,16
12/12/2022,15:41:57,37.09,53.49,415,2,16
12/12/2022,15:42:03,37.08,53.49,415,2,16
12/12/2022,15:42:09,37.06,53.47,409,1,16
12/12/2022,15:42:15,37.08,53.46,418,2,16
12/12/2022,15:42:21,37.06,53.46,422,3,16
12/12/2022,15:42:27,37.06,53.46,418,2,17
12/12/2022,15:42:33,37.04,53.46,414,2,17
12/12/2022,15:42:39,37.06,53.51,426,3,17
12/12/2022,15:42:45,37.06,53.53,409,1,17
12/12/2022,15:42:52,37.05,53.53,414,2,17
12/12/2022,15:42:57,37.05,53.53,414,2,18
12/12/2022,15:43:03,37.08,53.56,418,2,18
12/12/2022,15:43:09,37.05,53.55,434,5,17
12/12/2022,15:43:18,37.04,53.57,418,2,18
12/12/2022,15:43:24,37.04,53.61,414,2,18
12/12/2022,15:43:30,37.04,53.61,422,3,19
12/12/2022,15:43:36,37.04,53.62,414,2,18
12/12/2022,15:43:43,37.04,53.63,418,2,18
12/12/2022,15:43:49,37.04,53.61,434,5,18
12/12/2022,15:43:55,37.05,53.64,418,2,18
12/12/2022,15:44:01,37.05,53.64,409,1,17
12/12/2022,15:44:07,37.04,53.64,416,2,17
12/12/2022,15:44:14,37.04,53.66,407,1,17
12/12/2022,15:44:20,37,53.66,407,1,17
12/12/2022,15:44:27,37.02,53.66,411,1,19
12/12/2022,15:44:33,37.03,53.65,411,1,19
12/12/2022,15:44:39,37.03,53.65,407,1,19
12/12/2022,15:44:45,37.02,53.64,411,1,18
12/12/2022,15:44:52,37.04,53.64,420,3,18
12/12/2022,15:44:58,37.03,53.64,411,1,19
12/12/2022,15:45:06,37.04,53.6,405,0,18
12/12/2022,15:45:13,37.03,53.6,405,0,18
12/12/2022,15:45:19,37.03,53.59,405,0,18
12/12/2022,15:45:26,37.02,53.6,405,0,19
12/12/2022,15:45:32,37.01,53.6,420,3,19
12/12/2022,15:45:40,37.02,53.58,411,1,19
12/12/2022,15:45:46,37.01,53.6,401,0,19
12/12/2022,15:45:52,37,53.6,405,0,19
12/12/2022,15:45:59,37.01,53.6,400,0,19
12/12/2022,15:46:06,37,53.59,405,0,19
12/12/2022,15:46:13,37,53.61,409,1,19
12/12/2022,15:46:20,37,53.64,400,0,19
12/12/2022,15:46:26,37.01,53.64,403,0,19
12/12/2022,15:46:32,36.99,53.65,403,0,19
12/12/2022,15:46:38,36.99,53.67,423,3,19
12/12/2022,15:46:45,36.99,53.68,408,1,19
12/12/2022,15:46:52,36.98,53.7,416,2,19
12/12/2022,15:47:00,36.96,53.75,423,3,20
12/12/2022,15:47:06,36.96,53.76,413,1,20
12/12/2022,15:47:12,36.98,53.79,416,2,20
12/12/2022,15:47:19,36.97,53.79,433,5,20
12/12/2022,15:47:25,36.98,53.79,418,2,20
12/12/2022,15:47:32,36.97,53.83,418,2,20
12/12/2022,15:47:38,36.95,53.84,418,2,20
12/12/2022,15:47:45,36.96,53.87,433,5,21
12/12/2022,15:47:52,36.95,53.86,438,5,21
12/12/2022,15:47:58,36.93,53.89,418,2,20
12/12/2022,15:48:04,36.93,53.89,418,2,20
12/12/2022,15:48:10,36.93,53.92,418,2,20
12/12/2022,15:48:16,36.95,53.94,433,5,20
12/12/2022,15:48:24,36.92,53.94,418,2,20
12/12/2022,15:48:30,36.93,53.96,413,1,20
12/12/2022,15:48:36,36.91,53.98,416,2,20
12/12/2022,15:48:43,36.91,54.01,418,2,19
12/12/2022,15:48:50,36.91,54.01,418,2,20
12/12/2022,15:48:56,36.91,54.03,418,2,20
12/12/2022,15:49:02,36.91,54.05,418,2,20
12/12/2022,15:49:08,36.89,54.05,416,2,20
12/12/2022,15:49:14,36.91,54.07,418,2,20
12/12/2022,15:49:20,36.91,54.08,413,1,20
12/12/2022,15:49:27,36.9,54.08,416,2,20
12/12/2022,15:49:33,36.91,54.11,423,3,21
12/12/2022,15:49:39,36.87,54.11,442,6,21
12/12/2022,15:49:46,36.91,54.11,427,4,22
12/12/2022,15:49:54,36.89,54.13,444,6,22
12/12/2022,15:50:00,36.89,54.13,438,5,21
12/12/2022,15:50:08,36.88,54.15,418,2,21
12/12/2022,15:50:14,36.89,54.15,418,2,21
12/12/2022,15:50:21,36.88,54.19,418,2,21
12/12/2022,15:50:27,36.87,54.19,416,2,21
12/12/2022,15:50:33,36.87,54.19,416,2,21
12/12/2022,15:50:39,36.88,54.23,416,2,21
12/12/2022,15:50:45,36.87,54.22,413,1,21
12/12/2022,15:50:51,36.87,54.23,427,4,21
12/12/2022,15:50:57,36.87,54.24,427,4,20
12/12/2022,15:51:03,36.86,54.27,416,2,20
12/12/2022,15:51:09,36.85,54.26,417,2,20
12/12/2022,15:51:15,36.85,54.29,411,1,20
12/12/2022,15:51:21,36.85,54.27,415,2,20
12/12/2022,15:51:28,36.84,54.28,411,1,21
12/12/2022,15:51:33,36.84,54.26,415,2,21
12/12/2022,15:51:40,36.84,54.27,407,1,21
12/12/2022,15:51:47,36.85,54.28,415,2,21
12/12/2022,15:51:53,36.84,54.27,407,1,21
12/12/2022,15:52:01,36.85,54.3,418,2,21
12/12/2022,15:52:07,36.81,54.31,400,0,21
12/12/2022,15:52:13,36.83,54.34,402,0,20
12/12/2022,15:52:19,36.83,54.39,418,2,20
12/12/2022,15:52:25,36.83,54.41,406,0,20
12/12/2022,15:52:30,36.81,54.43,418,2,20
12/12/2022,15:52:36,36.83,54.44,410,1,20
12/12/2022,15:52:42,36.82,54.47,410,1,19
12/12/2022,15:52:49,36.83,54.49,432,4,21
12/12/2022,15:52:55,36.82,54.49,418,2,23
12/12/2022,15:53:01,36.81,54.49,418,2,25
12/12/2022,15:53:08,36.81,54.5,435,5,22
12/12/2022,15:53:14,36.81,54.49,425,3,22
12/12/2022,15:53:20,36.79,54.52,435,5,22
12/12/2022,15:53:27,36.81,54.52,441,6,22
12/12/2022,15:53:33,36.81,54.52,454,8,23
12/12/2022,15:53:41,36.78,54.56,483,12,23
12/12/2022,15:53:47,36.79,54.59,498,14,24
12/12/2022,15:53:54,36.81,54.63,495,14,28
12/12/2022,15:54:00,36.79,54.67,488,13,38
12/12/2022,15:54:08,36.78,54.67,488,13,46
12/12/2022,15:54:15,36.78,54.7,483,12,46
12/12/2022,15:54:21,36.81,54.73,488,13,41
12/12/2022,15:54:27,36.79,54.75,488,13,38
12/12/2022,15:54:33,36.76,54.8,481,12,37
12/12/2022,15:54:39,36.78,54.83,481,12,37
12/12/2022,15:54:45,36.78,54.82,495,14,33
12/12/2022,15:54:51,36.81,54.84,488,13,32
12/12/2022,15:54:58,36.78,54.82,508,16,33
12/12/2022,15:55:04,36.78,54.84,495,14,37
12/12/2022,15:55:11,36.77,54.82,498,14,43
12/12/2022,15:55:17,36.76,54.82,495,14,43
12/12/2022,15:55:23,36.78,54.82,498,14,41
12/12/2022,15:55:29,36.77,54.83,503,15,40
12/12/2022,15:55:36,36.78,54.83,503,15,41
12/12/2022,15:55:42,36.77,54.83,515,17,45
12/12/2022,15:55:47,36.78,54.85,545,22,46
12/12/2022,15:55:54,36.76,54.82,549,22,55
12/12/2022,15:56:00,36.77,54.84,561,24,57
12/12/2022,15:56:07,36.78,54.83,580,27,59
12/12/2022,15:56:13,36.77,54.84,549,22,61
12/12/2022,15:56:19,36.76,54.82,549,22,62
12/12/2022,15:56:26,36.76,54.86,574,26,59
12/12/2022,15:56:32,36.76,54.86,569,25,56
12/12/2022,15:56:38,36.77,54.86,555,23,57
12/12/2022,15:56:44,36.78,54.87,555,23,63
12/12/2022,15:56:50,36.77,54.85,524,18,68
12/12/2022,15:56:56,36.76,54.89,508,16,67
12/12/2022,15:57:02,36.76,54.88,506,16,58
12/12/2022,15:57:09,36.76,54.9,536,20,52
12/12/2022,15:57:15,36.76,54.88,536,20,48
12/12/2022,15:57:22,36.76,54.89,543,21,48
12/12/2022,15:57:30,36.77,54.9,543,21,55
12/12/2022,15:57:36,36.76,54.91,553,23,55
12/12/2022,15:57:42,36.76,54.92,567,25,55
12/12/2022,15:57:48,36.75,54.95,536,20,56
12/12/2022,15:57:54,36.77,54.95,526,19,61
12/12/2022,15:58:00,36.76,54.97,548,22,62
12/12/2022,15:58:06,36.76,54.98,526,19,56
12/12/2022,15:58:12,36.75,54.98,523,18,51
12/12/2022,15:58:19,36.75,54.96,531,19,51
12/12/2022,15:58:25,36.75,54.97,523,18,51
12/12/2022,15:58:31,36.76,54.97,514,17,49
12/12/2022,15:58:36,36.75,54.98,523,18,46
12/12/2022,15:58:42,36.75,55,506,16,47
12/12/2022,15:58:49,36.74,55,506,16,46
12/12/2022,15:58:57,36.75,55,531,19,52
12/12/2022,15:59:03,36.76,55,545,22,52
12/12/2022,15:59:10,36.76,55,529,19,53
12/12/2022,15:59:16,36.75,55,540,21,55
12/12/2022,15:59:23,36.75,55.02,551,23,55
12/12/2022,15:59:30,36.75,55.03,540,21,54
12/12/2022,15:59:36,36.75,55.04,533,20,52
12/12/2022,15:59:42,36.75,55.05,533,20,52
12/12/2022,15:59:48,36.77,55.04,540,21,51
12/12/2022,15:59:56,36.75,55.05,540,21,48
12/12/2022,16:00:02,36.76,55.07,551,23,48
12/12/2022,16:00:08,36.76,55.05,533,20,48
12/12/2022,16:00:15,36.76,55.06,529,19,48
12/12/2022,16:00:21,36.76,55.04,523,18,48
12/12/2022,16:00:27,36.76,55.04,529,19,48
12/12/2022,16:00:32,36.76,55.04,519,18,49
12/12/2022,16:00:39,36.78,55.08,523,18,51
12/12/2022,16:00:45,36.75,55.04,503,15,51
12/12/2022,16:00:51,36.77,55.04,503,15,50
12/12/2022,16:00:57,36.77,55,523,18,49
12/12/2022,16:01:06,36.76,55.04,500,15,47
12/12/2022,16:01:12,36.77,55.01,519,18,47
12/12/2022,16:01:17,36.77,55.02,506,16,47
12/12/2022,16:01:23,36.76,55.03,506,16,46
12/12/2022,16:01:29,36.76,55.03,529,19,46
12/12/2022,16:01:35,36.78,55.04,506,16,46
12/12/2022,16:01:43,36.75,55.04,506,16,46
12/12/2022,16:01:50,36.78,55.04,500,15,44
12/12/2022,16:01:57,36.77,55.04,491,13,43
12/12/2022,16:02:04,36.77,55.08,506,16,43
12/12/2022,16:02:11,36.76,55.06,495,14,43
12/12/2022,16:02:19,36.77,55.05,503,15,42
12/12/2022,16:02:27,36.78,55.07,500,15,42
12/12/2022,16:02:34,36.78,55.09,491,13,42
12/12/2022,16:02:40,36.76,55.11,491,13,40
12/12/2022,16:02:46,36.78,55.11,503,15,41
12/12/2022,16:02:52,36.79,55.11,480,12,41
12/12/2022,16:02:59,36.79,55.09,477,11,40
12/12/2022,16:03:05,36.78,55.06,476,11,40
12/12/2022,16:03:11,36.76,55.04,478,11,40
12/12/2022,16:03:17,36.78,55.02,478,11,40
12/12/2022,16:03:24,36.77,55.02,478,11,40
12/12/2022,16:03:30,36.78,55.01,498,14,40
12/12/2022,16:03:39,36.79,55.03,472,10,40
12/12/2022,16:03:45,36.78,55.06,464,9,40
12/12/2022,16:03:52,36.79,55.08,478,11,39
12/12/2022,16:03:58,36.79,55.11,455,8,36
12/12/2022,16:04:05,36.78,55.13,460,9,33
12/12/2022,16:04:11,36.78,55.11,455,8,33
12/12/2022,16:04:18,36.79,55.13,478,11,33
12/12/2022,16:04:24,36.77,55.13,451,7,33
12/12/2022,16:04:31,36.81,55.14,451,7,33
12/12/2022,16:04:37,36.78,55.15,442,6,33
12/12/2022,16:04:42,36.78,55.19,448,7,33
12/12/2022,16:04:48,36.77,55.19,442,6,32
12/12/2022,16:04:55,36.78,55.18,451,7,32
12/12/2022,16:05:01,36.76,55.18,476,11,32
12/12/2022,16:05:08,36.78,55.15,451,7,32
12/12/2022,16:05:14,36.76,55.13,451,7,32
12/12/2022,16:05:20,36.78,55.08,451,7,33
12/12/2022,16:05:26,36.77,55.08,448,7,33
12/12/2022,16:05:32,36.79,55.07,442,6,33
12/12/2022,16:05:38,36.77,55.05,455,8,33
12/12/2022,16:05:47,36.77,55.03,435,5,32
12/12/2022,16:05:53,36.78,55.05,435,5,32
12/12/2022,16:05:59,36.75,55.05,442,6,32
12/12/2022,16:06:07,36.77,55.06,436,5,31
12/12/2022,16:06:14,36.76,55.06,436,5,31
12/12/2022,16:06:20,36.75,55.08,436,5,31
12/12/2022,16:06:27,36.76,55.09,448,7,31
12/12/2022,16:06:40,36.75,55.07,400,0,31
12/12/2022,16:06:46,36.75,55.05,403,0,31
12/12/2022,16:06:52,36.75,55.08,400,0,31
12/12/2022,16:06:58,36.75,55.07,400,0,31
12/12/2022,16:07:05,36.75,55.08,402,0,30
12/12/2022,16:07:11,36.74,55.08,410,1,30
12/12/2022,16:07:17,36.74,55.09,400,0,28
12/12/2022,16:07:24,36.74,55.11,400,0,27
12/12/2022,16:07:30,36.73,55.11,400,0,27
12/12/2022,16:07:36,36.72,55.12,403,0,27
12/12/2022,16:07:42,36.76,55.13,400,0,26
12/12/2022,16:07:48,36.74,55.15,418,2,26
12/12/2022,16:07:54,36.71,55.18,400,0,27
12/12/2022,16:08:01,36.72,55.19,408,1,27
12/12/2022,16:08:07,36.72,55.2,405,0,27
12/12/2022,16:08:14,36.71,55.22,400,0,27
12/12/2022,16:08:22,36.71,55.23,400,0,25
12/12/2022,16:08:28,36.7,55.26,402,0,25
12/12/2022,16:08:35,36.7,55.29,402,0,26
12/12/2022,16:08:41,36.69,55.28,400,0,26
12/12/2022,16:08:47,36.69,55.27,403,0,26
12/12/2022,16:08:53,36.69,55.31,410,1,27
12/12/2022,16:08:59,36.69,55.32,410,1,27
12/12/2022,16:09:05,36.7,55.32,410,1,27
12/12/2022,16:09:11,36.68,55.32,403,0,28
12/12/2022,16:09:17,36.68,55.32,410,1,27
12/12/2022,16:09:25,36.66,55.33,410,1,27
12/12/2022,16:09:32,36.66,55.34,414,2,27
12/12/2022,16:09:38,36.64,55.34,439,5,27
12/12/2022,16:09:44,36.65,55.37,414,2,26
12/12/2022,16:09:50,36.65,55.37,406,0,26
12/12/2022,16:09:56,36.65,55.37,410,1,25
12/12/2022,16:10:02,36.65,55.39,410,1,25
12/12/2022,16:10:07,36.63,55.41,414,2,25
12/12/2022,16:10:13,36.64,55.41,400,0,25
12/12/2022,16:10:21,36.64,55.46,403,0,25
12/12/2022,16:10:27,36.64,55.49,406,0,25
12/12/2022,16:10:33,36.62,55.55,406,0,24
12/12/2022,16:10:39,36.63,55.56,410,1,23
12/12/2022,16:10:45,36.63,55.58,410,1,22
12/12/2022,16:10:51,36.63,55.59,418,2,21
12/12/2022,16:10:59,36.62,55.59,403,0,22
12/12/2022,16:11:06,36.62,55.55,400,0,22
12/12/2022,16:11:12,36.6,55.61,409,1,22
12/12/2022,16:11:18,36.6,55.61,406,0,23
12/12/2022,16:11:25,36.61,55.64,406,0,23
12/12/2022,16:11:31,36.61,55.63,420,3,23
12/12/2022,16:11:37,36.6,55.64,403,0,23
12/12/2022,16:11:44,36.6,55.64,409,1,22
12/12/2022,16:11:50,36.61,55.66,403,0,22
12/12/2022,16:11:56,36.59,55.68,409,1,22
12/12/2022,16:12:02,36.57,55.7,413,1,21
12/12/2022,16:12:07,36.59,55.71,407,1,20
12/12/2022,16:12:13,36.58,55.72,407,1,19
12/12/2022,16:12:19,36.59,55.72,426,3,19
12/12/2022,16:12:26,36.6,55.72,413,1,20
12/12/2022,16:12:32,36.58,55.72,407,1,20
12/12/2022,16:12:39,36.57,55.7,416,2,21
12/12/2022,16:12:46,36.58,55.72,403,0,21
12/12/2022,16:12:52,36.57,55.74,403,0,21
12/12/2022,16:12:58,36.56,55.75,403,0,21
12/12/2022,16:13:05,36.57,55.74,403,0,21
12/12/2022,16:13:11,36.56,55.74,415,2,21
12/12/2022,16:13:17,36.55,55.75,400,0,21
12/12/2022,16:13:23,36.56,55.75,407,1,21
12/12/2022,16:13:29,36.55,55.76,425,3,20
12/12/2022,16:13:36,36.56,55.76,409,1,20
12/12/2022,16:13:42,36.56,55.78,413,1,20
12/12/2022,16:13:48,36.55,55.81,416,2,20
12/12/2022,16:13:55,36.53,55.83,427,4,20
12/12/2022,16:14:01,36.55,55.85,407,1,20
12/12/2022,16:14:07,36.55,55.85,400,0,20
12/12/2022,16:14:14,36.53,55.86,400,0,20
12/12/2022,16:14:20,36.52,55.87,400,0,20
12/12/2022,16:14:28,36.53,55.86,400,0,20
12/12/2022,16:14:34,36.52,55.86,402,0,20
12/12/2022,16:14:40,36.51,55.85,402,0,20
12/12/2022,16:14:47,36.52,55.86,409,1,21
12/12/2022,16:14:52,36.49,55.85,418,2,20
12/12/2022,16:14:59,36.51,55.85,411,1,19
12/12/2022,16:15:06,36.52,55.86,406,0,19
12/12/2022,16:15:13,36.51,55.88,409,1,19
12/12/2022,16:15:22,36.51,55.89,409,1,19
12/12/2022,16:15:28,36.51,55.89,409,1,19
12/12/2022,16:15:34,36.5,55.9,418,2,19
12/12/2022,16:15:40,36.5,55.91,424,3,19
12/12/2022,16:15:48,36.51,55.92,418,2,19
12/12/2022,16:15:54,36.49,55.95,409,1,19
12/12/2022,16:16:01,36.49,55.96,406,0,18
12/12/2022,16:16:07,36.5,55.96,409,1,18
12/12/2022,16:16:13,36.48,55.98,418,2,19
12/12/2022,16:16:19,36.5,55.98,418,2,19
12/12/2022,16:16:25,36.48,55.97,418,2,18
12/12/2022,16:16:32,36.49,55.98,421,3,18
12/12/2022,16:16:45,36.49,56,400,0,18
12/12/2022,16:16:51,36.49,56.01,402,0,18
12/12/2022,16:16:58,36.5,56.01,402,0,18
12/12/2022,16:17:04,36.49,56.01,409,1,18
12/12/2022,16:17:10,36.49,56.02,402,0,18
12/12/2022,16:17:17,36.49,56.05,409,1,18
12/12/2022,16:17:23,36.48,56.07,409,1,17
12/12/2022,16:17:29,36.47,56.07,402,0,18
12/12/2022,16:17:36,36.49,56.08,409,1,17
12/12/2022,16:17:43,36.49,56.1,409,1,17
12/12/2022,16:17:50,36.49,56.03,402,0,17
12/12/2022,16:17:56,36.5,55.99,403,0,17
12/12/2022,16:18:02,36.49,55.99,403,0,17
12/12/2022,16:18:08,36.49,55.98,415,2,17
12/12/2022,16:18:14,36.5,55.98,400,0,18
12/12/2022,16:18:20,36.49,55.98,400,0,18
